EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS TIN                                                                
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 50,119);   avgA = 119.000; amuM=118.891; avgM=110.747
 targ= ordina; ttarg(rl)=0.02345; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
   8.002  0.431  3.59    1.21  -14.81    1.04    0.00  -13.76 1.133E+04

  10.540  9.270  2.16    0.77   -8.42    0.66    0.00   -7.76  0.904
   7.863  0.431  3.74    1.12  -14.28    0.95    0.00  -13.33 9.218E+03

  10.540  9.612  2.28    0.71   -8.06    0.59    0.00   -7.47  0.890
   7.716  0.431  3.90    1.04  -13.76    0.86    0.00  -12.90 7.488E+03

  10.540  9.973  2.41    0.66   -7.70    0.54    0.00   -7.16  0.876
   7.561  0.431  4.06    0.96  -13.24    0.78    0.00  -12.46 6.069E+03

  10.540 10.356  2.54    0.62   -7.36    0.49    0.00   -6.87  0.863
   7.397  0.431  4.24    0.90  -12.73    0.71    0.00  -12.02 4.911E+03

  10.540 10.763  2.68    0.58   -7.02    0.44    0.00   -6.58  0.851
   7.225  0.431  4.42    0.84  -12.24    0.65    0.00  -11.59 3.966E+03

  10.540 11.196  2.83    0.55   -6.69    0.41    0.00   -6.28  0.840
   7.043  0.431  4.62    0.79  -11.75    0.60    0.00  -11.16 3.198E+03

  10.540 11.660  2.98    0.52   -6.35    0.37    0.00   -5.98  0.830
   6.851  0.431  4.82    0.75  -11.26    0.55    0.00  -10.71 2.573E+03

  10.540 12.158  3.14    0.50   -6.02    0.34    0.00   -5.67  0.820
   6.649  0.431  5.04    0.72  -10.76    0.51    0.00  -10.25 2.065E+03

  10.540 12.693  3.32    0.49   -5.67    0.32    0.00   -5.35  0.811
   6.436  0.431  5.27    0.69  -10.24    0.47    0.00   -9.77 1.653E+03

  10.540 13.273  3.50    0.48   -5.30    0.30    0.00   -5.00  0.802
   6.211  0.431  5.51    0.67   -9.71    0.44    0.00   -9.27 1.319E+03

  10.540 13.902  3.69    0.48   -4.91    0.28    0.00   -4.63  0.793
   5.973  0.430  5.76    0.66   -9.13    0.42    0.00   -8.71 1.048E+03

  10.540 14.590  3.89    0.48   -4.50    0.27    0.00   -4.23  0.784
   5.723  0.430  6.03    0.66   -8.52    0.40    0.00   -8.12 8.293E+02

  10.540 15.347  4.10    0.49   -4.05    0.26    0.00   -3.79  0.776
   5.459  0.430  6.31    0.67   -7.87    0.39    0.00   -7.48 6.526E+02

  10.540 16.185  4.33    0.51   -3.56    0.26    0.00   -3.31  0.768
   5.180  0.430  6.61    0.69   -7.15    0.38    0.00   -6.77 5.104E+02

  10.540 17.121  4.57    0.55   -3.05    0.26    0.00   -2.79  0.761
   4.887  0.430  6.92    0.73   -6.39    0.39    0.00   -6.00 3.960E+02

  10.540 18.177  4.81    0.60   -2.48    0.27    0.00   -2.21  0.756
   4.577  0.430  7.26    0.79   -5.54    0.40    0.00   -5.14 3.049E+02

  10.540 19.383  5.08    0.67   -1.85    0.29    0.00   -1.56  0.751
   4.250  0.430  7.61    0.88   -4.61    0.43    0.00   -4.18 2.324E+02

  10.540 20.781  5.36    0.77   -1.16    0.32    0.00   -0.84  0.748
   3.905  0.430  7.98    1.00   -3.57    0.48    0.00   -3.10 1.751E+02

  10.540 22.431  5.65    0.91   -0.39    0.38    0.00   -0.01  0.747
   3.542  0.430  8.36    1.19   -2.41    0.56    0.00   -1.85 1.300E+02

  10.540 24.424  5.96    1.13    0.52    0.47    0.00    0.99  0.748
   3.158  0.430  8.78    1.48   -1.04    0.70    0.00   -0.35 9.484E+01

  10.540 26.906  6.28    1.46    1.59    0.64    0.00    2.23  0.754
   2.754  0.430  9.21    1.93    0.59    0.95    0.00    1.54 6.756E+01

  10.540 30.129  6.63    2.03    2.96    0.97    0.00    3.93  0.764
   2.327  0.430  9.67    2.74    2.69    1.44    0.00    4.13 4.667E+01

  10.540 34.578  6.99    3.10    4.84    1.73    0.00    6.57  0.780
   1.877  0.430 10.15    4.36    5.60    2.55    0.00    8.15 3.076E+01

  10.540 41.352  7.37    5.62    7.94    3.87    0.00   11.80  0.799
   1.403  0.430 10.65    8.37   10.33    5.71    0.00   16.04 1.876E+01

  10.540 53.759  7.77   14.03   15.57   12.08    0.00   27.65  0.765
   0.902  0.430 11.19   22.96   21.56   17.75    0.00   39.30 9.890E+00

  10.540 92.230  8.21   75.18   58.93   74.64    0.00  133.58  0.619
   0.375  0.431 11.74  119.45  174.21  161.77    0.00  335.98 3.346E+00

  10.540  5.857  1.03    2.85  -14.02    3.78    0.00  -10.24  1.332
   9.331  0.453  2.12    4.12  -21.85    4.79    0.00  -17.06 1.215E+05

  10.540  6.036  1.08    2.61  -13.81    3.36    0.00  -10.45  1.296
   9.264  0.452  2.19    3.77  -21.60    4.31    0.00  -17.29 1.027E+05

  10.540  6.223  1.14    2.39  -13.52    2.99    0.00  -10.53  1.263
   9.194  0.452  2.26    3.45  -21.26    3.87    0.00  -17.39 8.667E+04

  10.540  6.417  1.20    2.18  -13.28    2.66    0.00  -10.63  1.231
   9.120  0.452  2.34    3.15  -20.95    3.47    0.00  -17.49 7.319E+04

  10.540  6.619  1.27    1.97  -13.00    2.36    0.00  -10.64  1.202
   9.042  0.452  2.42    2.86  -20.59    3.10    0.00  -17.49 6.170E+04

  10.540  6.830  1.34    1.80  -12.65    2.08    0.00  -10.57  1.171
   8.959  0.452  2.51    2.61  -20.16    2.77    0.00  -17.39 5.191E+04

  10.540  7.049  1.41    1.64  -12.39    1.85    0.00  -10.54  1.144
   8.872  0.452  2.60    2.38  -19.78    2.48    0.00  -17.30 4.355E+04

  10.540  7.277  1.49    1.49  -12.03    1.65    0.00  -10.38  1.119
   8.781  0.452  2.69    2.17  -19.31    2.22    0.00  -17.09 3.636E+04

  10.540  7.515  1.57    1.36  -11.62    1.46    0.00  -10.16  1.093
   8.684  0.451  2.79    1.98  -18.77    1.99    0.00  -16.78 3.023E+04

  10.540  7.764  1.66    1.25  -11.24    1.31    0.00   -9.94  1.069
   8.582  0.451  2.90    1.81  -18.24    1.79    0.00  -16.45 2.504E+04

  10.540  8.025  1.75    1.14  -10.86    1.16    0.00   -9.70  1.046
   8.474  0.451  3.01    1.66  -17.70    1.61    0.00  -16.09 2.066E+04

  10.540  8.297  1.84    1.05  -10.45    1.04    0.00   -9.41  1.024
   8.361  0.451  3.12    1.53  -17.14    1.45    0.00  -15.69 1.697E+04

  10.540  8.584  1.95    0.96  -10.08    0.93    0.00   -9.14  1.003
   8.241  0.451  3.25    1.40  -16.60    1.31    0.00  -15.29 1.390E+04

  10.540  8.884  2.05    0.89   -9.68    0.84    0.00   -8.84  0.982
   8.115  0.451  3.38    1.29  -16.04    1.18    0.00  -14.86 1.135E+04

  10.540  9.201  2.16    0.82   -9.31    0.75    0.00   -8.56  0.963
   7.982  0.451  3.52    1.19  -15.51    1.06    0.00  -14.44 9.245E+03

  10.540  9.534  2.28    0.76   -8.95    0.68    0.00   -8.27  0.944
   7.842  0.451  3.66    1.10  -14.98    0.96    0.00  -14.02 7.510E+03

  10.540  9.886  2.41    0.70   -8.56    0.61    0.00   -7.96  0.925
   7.693  0.451  3.81    1.02  -14.44    0.87    0.00  -13.57 6.091E+03

  10.540 10.259  2.54    0.65   -8.22    0.55    0.00   -7.67  0.908
   7.537  0.451  3.98    0.95  -13.93    0.79    0.00  -13.15 4.929E+03

  10.540 10.654  2.68    0.61   -7.89    0.49    0.00   -7.39  0.891
   7.373  0.451  4.14    0.88  -13.45    0.71    0.00  -12.73 3.980E+03

  10.540 11.074  2.83    0.57   -7.55    0.45    0.00   -7.11  0.875
   7.199  0.451  4.32    0.83  -12.96    0.65    0.00  -12.31 3.210E+03

  10.540 11.522  2.98    0.54   -7.22    0.41    0.00   -6.81  0.861
   7.016  0.451  4.51    0.78  -12.47    0.59    0.00  -11.88 2.583E+03

  10.540 12.002  3.14    0.51   -6.89    0.37    0.00   -6.52  0.846
   6.822  0.451  4.71    0.73  -11.98    0.54    0.00  -11.44 2.076E+03

  10.540 12.516  3.32    0.49   -6.55    0.34    0.00   -6.21  0.832
   6.618  0.450  4.92    0.70  -11.48    0.50    0.00  -10.99 1.665E+03

  10.540 13.070  3.50    0.48   -6.20    0.31    0.00   -5.89  0.819
   6.403  0.450  5.15    0.67  -10.97    0.46    0.00  -10.52 1.331E+03

  10.540 13.670  3.69    0.47   -5.84    0.29    0.00   -5.55  0.806
   6.176  0.450  5.38    0.65  -10.44    0.43    0.00  -10.02 1.060E+03

  10.540 14.323  3.89    0.46   -5.46    0.27    0.00   -5.19  0.795
   5.937  0.450  5.63    0.64   -9.89    0.40    0.00   -9.48 8.417E+02

  10.540 15.036  4.10    0.47   -5.06    0.26    0.00   -4.80  0.783
   5.685  0.450  5.89    0.64   -9.29    0.38    0.00   -8.91 6.649E+02

  10.540 15.822  4.33    0.48   -4.62    0.25    0.00   -4.37  0.773
   5.419  0.450  6.16    0.65   -8.65    0.37    0.00   -8.28 5.225E+02

  10.540 16.693  4.56    0.50   -4.15    0.25    0.00   -3.90  0.764
   5.138  0.450  6.45    0.67   -7.95    0.36    0.00   -7.59 4.081E+02

  10.540 17.668  4.81    0.53   -3.63    0.25    0.00   -3.39  0.756
   4.842  0.450  6.76    0.71   -7.20    0.37    0.00   -6.83 3.164E+02

  10.540 18.769  5.08    0.58   -3.08    0.26    0.00   -2.82  0.749
   4.530  0.450  7.08    0.76   -6.37    0.38    0.00   -5.99 2.431E+02

  10.540 20.030  5.36    0.65   -2.46    0.27    0.00   -2.19  0.745
   4.200  0.450  7.42    0.85   -5.46    0.41    0.00   -5.05 1.850E+02

  10.540 21.495  5.65    0.75   -1.78    0.31    0.00   -1.48  0.740
   3.853  0.450  7.78    0.98   -4.44    0.45    0.00   -3.99 1.390E+02

  10.540 23.229  5.96    0.90   -1.02    0.36    0.00   -0.66  0.739
   3.487  0.450  8.16    1.16   -3.29    0.53    0.00   -2.76 1.029E+02

  10.540 25.332  6.28    1.11   -0.13    0.45    0.00    0.32  0.741
   3.100  0.450  8.56    1.45   -1.94    0.67    0.00   -1.27 7.484E+01

  10.540 27.966  6.63    1.45    0.93    0.62    0.00    1.55  0.747
   2.693  0.450  8.98    1.91   -0.32    0.91    0.00    0.59 5.306E+01

  10.540 31.413  6.99    2.04    2.28    0.96    0.00    3.23  0.759
   2.263  0.450  9.42    2.74    1.75    1.42    0.00    3.16 3.640E+01

  10.540 36.228  7.37    3.18    4.16    1.77    0.00    5.93  0.778
   1.809  0.450  9.89    4.47    4.65    2.61    0.00    7.26 2.378E+01

  10.540 43.711  7.78    5.99    7.32    4.22    0.00   11.54  0.803
   1.331  0.450 10.38    8.96    9.45    6.21    0.00   15.66 1.429E+01

  10.540 58.043  8.21   16.26   15.78   14.54    0.00   30.32  0.765
   0.827  0.450 10.90   26.94   21.56   21.23    0.00   42.80 7.244E+00

  10.540113.138  8.66  113.22   77.11  114.93    0.00  192.05  0.592
   0.295  0.451 11.44  221.47  141.53  188.29    0.00  329.82 2.110E+00

  10.540  5.840  1.03    3.13  -15.26    4.68    0.00  -10.58  1.504
   9.382  0.472  2.03    4.50  -23.24    5.72    0.00  -17.52 1.203E+05

  10.540  6.019  1.08    2.88  -14.89    4.20    0.00  -10.69  1.464
   9.319  0.473  2.09    4.15  -22.83    5.18    0.00  -17.65 1.010E+05

  10.540  6.204  1.14    2.64  -14.63    3.72    0.00  -10.90  1.421
   9.251  0.472  2.16    3.80  -22.51    4.64    0.00  -17.87 8.518E+04

  10.540  6.396  1.20    2.41  -14.27    3.32    0.00  -10.96  1.385
   9.181  0.472  2.23    3.48  -22.12    4.17    0.00  -17.94 7.168E+04

  10.540  6.596  1.27    2.20  -13.97    2.93    0.00  -11.04  1.347
   9.106  0.472  2.30    3.17  -21.76    3.73    0.00  -18.03 6.041E+04

  10.540  6.804  1.34    2.00  -13.60    2.59    0.00  -11.01  1.311
   9.027  0.472  2.38    2.89  -21.32    3.32    0.00  -17.99 5.081E+04

  10.540  7.020  1.41    1.82  -13.31    2.29    0.00  -11.02  1.277
   8.944  0.472  2.46    2.63  -20.94    2.96    0.00  -17.97 4.267E+04

  10.540  7.246  1.49    1.65  -13.01    2.02    0.00  -10.99  1.243
   8.856  0.472  2.55    2.39  -20.53    2.64    0.00  -17.89 3.573E+04

  10.540  7.481  1.57    1.50  -12.60    1.79    0.00  -10.81  1.210
   8.763  0.472  2.64    2.17  -20.01    2.35    0.00  -17.65 2.980E+04

  10.540  7.727  1.66    1.37  -12.22    1.59    0.00  -10.64  1.180
   8.666  0.472  2.74    1.98  -19.50    2.10    0.00  -17.40 2.474E+04

  10.540  7.983  1.75    1.25  -11.81    1.41    0.00  -10.40  1.151
   8.563  0.472  2.84    1.81  -18.94    1.88    0.00  -17.06 2.045E+04

  10.540  8.252  1.84    1.14  -11.39    1.25    0.00  -10.14  1.122
   8.454  0.471  2.95    1.66  -18.38    1.68    0.00  -16.70 1.685E+04

  10.540  8.533  1.95    1.05  -10.97    1.11    0.00   -9.86  1.094
   8.339  0.471  3.06    1.52  -17.80    1.51    0.00  -16.29 1.382E+04

  10.540  8.828  2.05    0.96  -10.59    0.99    0.00   -9.60  1.068
   8.219  0.471  3.18    1.40  -17.27    1.36    0.00  -15.91 1.130E+04

  10.540  9.138  2.16    0.88  -10.18    0.88    0.00   -9.30  1.042
   8.091  0.471  3.31    1.28  -16.69    1.22    0.00  -15.48 9.210E+03

  10.540  9.465  2.28    0.82   -9.82    0.79    0.00   -9.03  1.018
   7.957  0.471  3.44    1.18  -16.17    1.09    0.00  -15.08 7.486E+03

  10.540  9.809  2.41    0.75   -9.42    0.71    0.00   -8.72  0.994
   7.815  0.471  3.59    1.09  -15.61    0.98    0.00  -14.63 6.070E+03

  10.540 10.172  2.54    0.70   -9.07    0.63    0.00   -8.44  0.971
   7.665  0.471  3.74    1.01  -15.10    0.89    0.00  -14.22 4.915E+03

  10.540 10.557  2.68    0.65   -8.73    0.57    0.00   -8.16  0.950
   7.508  0.471  3.89    0.94  -14.61    0.80    0.00  -13.81 3.969E+03

  10.540 10.966  2.83    0.60   -8.38    0.51    0.00   -7.88  0.929
   7.341  0.471  4.06    0.87  -14.10    0.72    0.00  -13.38 3.202E+03

  10.540 11.400  2.98    0.57   -8.05    0.46    0.00   -7.60  0.909
   7.166  0.471  4.23    0.81  -13.62    0.65    0.00  -12.97 2.577E+03

  10.540 11.864  3.14    0.53   -7.72    0.41    0.00   -7.31  0.890
   6.981  0.471  4.42    0.76  -13.14    0.59    0.00  -12.55 2.071E+03

  10.540 12.360  3.32    0.50   -7.40    0.37    0.00   -7.02  0.871
   6.786  0.471  4.61    0.72  -12.66    0.54    0.00  -12.13 1.661E+03

  10.540 12.893  3.50    0.48   -7.07    0.34    0.00   -6.73  0.854
   6.580  0.471  4.81    0.68  -12.18    0.49    0.00  -11.69 1.329E+03

  10.540 13.468  3.69    0.47   -6.71    0.31    0.00   -6.40  0.837
   6.362  0.470  5.03    0.65  -11.66    0.45    0.00  -11.21 1.062E+03

  10.540 14.091  3.89    0.46   -6.36    0.29    0.00   -6.07  0.821
   6.133  0.470  5.26    0.63  -11.15    0.42    0.00  -10.73 8.447E+02

  10.540 14.769  4.10    0.45   -5.99    0.27    0.00   -5.72  0.806
   5.892  0.470  5.50    0.62  -10.60    0.39    0.00  -10.21 6.692E+02

  10.540 15.511  4.33    0.46   -5.59    0.25    0.00   -5.33  0.792
   5.637  0.470  5.75    0.62  -10.01    0.37    0.00   -9.64 5.280E+02

  10.540 16.329  4.56    0.47   -5.15    0.24    0.00   -4.91  0.779
   5.368  0.470  6.02    0.63   -9.38    0.36    0.00   -9.02 4.144E+02

  10.540 17.237  4.81    0.49   -4.69    0.24    0.00   -4.46  0.767
   5.085  0.470  6.30    0.65   -8.70    0.35    0.00   -8.35 3.229E+02

  10.540 18.256  5.08    0.52   -4.19    0.24    0.00   -3.95  0.757
   4.786  0.470  6.60    0.69   -7.95    0.35    0.00   -7.60 2.499E+02

  10.540 19.410  5.36    0.57   -3.64    0.25    0.00   -3.40  0.748
   4.471  0.470  6.91    0.75   -7.14    0.36    0.00   -6.78 1.916E+02

  10.540 20.733  5.65    0.64   -3.03    0.26    0.00   -2.77  0.740
   4.138  0.470  7.25    0.83   -6.24    0.39    0.00   -5.85 1.454E+02

  10.540 22.276  5.96    0.74   -2.36    0.29    0.00   -2.07  0.736
   3.787  0.470  7.59    0.96   -5.23    0.43    0.00   -4.80 1.090E+02

  10.540 24.111  6.28    0.89   -1.60    0.35    0.00   -1.25  0.733
   3.417  0.470  7.96    1.15   -4.08    0.51    0.00   -3.57 8.045E+01

  10.540 26.347  6.63    1.11   -0.72    0.44    0.00   -0.28  0.735
   3.027  0.470  8.35    1.44   -2.75    0.65    0.00   -2.10 5.820E+01

  10.540 29.168  6.99    1.47    0.34    0.61    0.00    0.96  0.740
   2.615  0.470  8.76    1.92   -1.12    0.90    0.00   -0.22 4.107E+01

  10.540 32.899  7.37    2.09    1.68    0.98    0.00    2.66  0.755
   2.181  0.470  9.19    2.81    0.94    1.44    0.00    2.38 2.795E+01

  10.540 38.195  7.78    3.35    3.58    1.88    0.00    5.46  0.778
   1.723  0.470  9.65    4.71    3.85    2.77    0.00    6.62 1.802E+01

  10.540 46.665  8.20    6.66    6.90    4.88    0.00   11.78  0.810
   1.240  0.470 10.13   10.05    8.84    7.16    0.00   16.00 1.060E+01

  10.540 63.993  8.65   20.50   17.23   19.25    0.00   36.48  0.759
   0.731  0.470 10.63   34.61   22.83   27.81    0.00   50.64 5.102E+00

  10.540  5.826  1.03    3.43  -16.72    5.80    0.00  -10.91  1.701
   9.430  0.493  1.94    4.92  -24.82    6.84    0.00  -17.98 1.192E+05

  10.540  6.003  1.08    3.17  -16.24    5.22    0.00  -11.02  1.653
   9.369  0.493  1.99    4.56  -24.31    6.21    0.00  -18.09 9.972E+04

  10.540  6.186  1.14    2.92  -15.75    4.65    0.00  -11.10  1.603
   9.304  0.492  2.06    4.20  -23.79    5.59    0.00  -18.19 8.363E+04

  10.540  6.377  1.20    2.67  -15.43    4.14    0.00  -11.29  1.558
   9.236  0.492  2.12    3.85  -23.41    5.02    0.00  -18.39 7.024E+04

  10.540  6.575  1.27    2.45  -15.00    3.68    0.00  -11.32  1.516
   9.165  0.492  2.19    3.52  -22.95    4.51    0.00  -18.44 5.898E+04

  10.540  6.781  1.34    2.22  -14.65    3.25    0.00  -11.40  1.472
   9.089  0.492  2.26    3.21  -22.54    4.01    0.00  -18.52 4.959E+04

  10.540  6.995  1.41    2.02  -14.27    2.86    0.00  -11.41  1.430
   9.009  0.492  2.34    2.92  -22.08    3.57    0.00  -18.51 4.161E+04

  10.540  7.218  1.49    1.83  -13.95    2.52    0.00  -11.43  1.390
   8.925  0.492  2.42    2.65  -21.68    3.17    0.00  -18.51 3.487E+04

  10.540  7.450  1.57    1.67  -13.55    2.22    0.00  -11.33  1.351
   8.836  0.492  2.51    2.41  -21.18    2.82    0.00  -18.36 2.913E+04

  10.540  7.692  1.66    1.51  -13.16    1.95    0.00  -11.21  1.313
   8.742  0.492  2.60    2.19  -20.68    2.50    0.00  -18.18 2.425E+04

  10.540  7.946  1.75    1.38  -12.79    1.73    0.00  -11.06  1.278
   8.644  0.492  2.69    1.99  -20.19    2.23    0.00  -17.96 2.010E+04

  10.540  8.210  1.84    1.25  -12.37    1.52    0.00  -10.85  1.241
   8.539  0.491  2.79    1.82  -19.63    1.99    0.00  -17.64 1.660E+04

  10.540  8.487  1.95    1.15  -11.92    1.35    0.00  -10.57  1.209
   8.430  0.491  2.89    1.66  -19.04    1.77    0.00  -17.27 1.364E+04

  10.540  8.777  2.05    1.05  -11.51    1.20    0.00  -10.31  1.176
   8.314  0.491  3.01    1.52  -18.47    1.59    0.00  -16.89 1.116E+04

  10.540  9.082  2.16    0.96  -11.09    1.06    0.00  -10.03  1.143
   8.191  0.491  3.12    1.39  -17.90    1.42    0.00  -16.48 9.117E+03

  10.540  9.402  2.28    0.88  -10.71    0.94    0.00   -9.77  1.112
   8.062  0.491  3.25    1.28  -17.36    1.27    0.00  -16.09 7.419E+03

  10.540  9.740  2.41    0.81  -10.30    0.84    0.00   -9.46  1.083
   7.926  0.491  3.38    1.18  -16.78    1.13    0.00  -15.65 6.018E+03

  10.540 10.095  2.54    0.75   -9.94    0.75    0.00   -9.19  1.055
   7.783  0.491  3.51    1.08  -16.27    1.02    0.00  -15.26 4.871E+03

  10.540 10.471  2.68    0.69   -9.56    0.66    0.00   -8.90  1.027
   7.632  0.491  3.66    1.00  -15.74    0.91    0.00  -14.83 3.933E+03

  10.540 10.869  2.83    0.64   -9.21    0.59    0.00   -8.62  1.000
   7.472  0.491  3.81    0.93  -15.23    0.82    0.00  -14.42 3.173E+03

  10.540 11.292  2.98    0.60   -8.87    0.53    0.00   -8.34  0.975
   7.304  0.491  3.97    0.86  -14.74    0.73    0.00  -14.00 2.553E+03

  10.540 11.742  3.14    0.56   -8.53    0.47    0.00   -8.05  0.951
   7.126  0.491  4.14    0.80  -14.25    0.66    0.00  -13.59 2.052E+03

  10.540 12.222  3.32    0.53   -8.20    0.42    0.00   -7.78  0.927
   6.939  0.491  4.32    0.75  -13.78    0.60    0.00  -13.18 1.646E+03

  10.540 12.737  3.50    0.50   -7.89    0.38    0.00   -7.50  0.905
   6.742  0.491  4.51    0.71  -13.31    0.54    0.00  -12.77 1.318E+03

  10.540 13.290  3.69    0.48   -7.55    0.34    0.00   -7.21  0.883
   6.533  0.490  4.71    0.67  -12.83    0.49    0.00  -12.34 1.053E+03

  10.540 13.887  3.89    0.46   -7.22    0.31    0.00   -6.90  0.862
   6.314  0.491  4.92    0.64  -12.34    0.45    0.00  -11.89 8.390E+02

  10.540 14.535  4.10    0.45   -6.87    0.29    0.00   -6.58  0.842
   6.082  0.490  5.14    0.62  -11.82    0.41    0.00  -11.41 6.665E+02

  10.540 15.241  4.33    0.45   -6.49    0.27    0.00   -6.22  0.823
   5.837  0.490  5.38    0.61  -11.27    0.38    0.00  -10.89 5.276E+02

  10.540 16.014  4.56    0.45   -6.10    0.25    0.00   -5.85  0.805
   5.580  0.490  5.62    0.61  -10.70    0.36    0.00  -10.34 4.152E+02

  10.540 16.869  4.81    0.46   -5.67    0.24    0.00   -5.43  0.790
   5.308  0.490  5.88    0.62  -10.07    0.35    0.00   -9.72 3.252E+02

  10.540 17.820  5.08    0.48   -5.21    0.23    0.00   -4.98  0.774
   5.021  0.490  6.16    0.64   -9.39    0.34    0.00   -9.05 2.531E+02

  10.540 18.888  5.36    0.52   -4.72    0.23    0.00   -4.48  0.761
   4.719  0.490  6.45    0.67   -8.66    0.34    0.00   -8.32 1.953E+02

  10.540 20.101  5.65    0.56   -4.17    0.24    0.00   -3.93  0.749
   4.400  0.490  6.75    0.73   -7.86    0.35    0.00   -7.51 1.494E+02

  10.540 21.497  5.96    0.64   -3.57    0.26    0.00   -3.31  0.739
   4.063  0.490  7.08    0.82   -6.96    0.38    0.00   -6.58 1.131E+02

  10.540 23.131  6.28    0.74   -2.90    0.29    0.00   -2.62  0.733
   3.708  0.490  7.42    0.95   -5.96    0.42    0.00   -5.54 8.446E+01

  10.540 25.084  6.63    0.89   -2.14    0.34    0.00   -1.80  0.729
   3.334  0.490  7.77    1.14   -4.82    0.50    0.00   -4.32 6.204E+01

  10.540 27.481  6.99    1.12   -1.26    0.44    0.00   -0.82  0.730
   2.939  0.490  8.15    1.45   -3.48    0.64    0.00   -2.84 4.466E+01

  10.540 30.533  7.37    1.50   -0.21    0.62    0.00    0.41  0.738
   2.523  0.490  8.55    1.96   -1.87    0.92    0.00   -0.95 3.126E+01

  10.540 34.622  7.78    2.18    1.15    1.02    0.00    2.17  0.753
   2.083  0.490  8.97    2.94    0.22    1.51    0.00    1.72 2.109E+01

  10.540 40.551  8.20    3.64    3.07    2.10    0.00    5.16  0.781
